Where was James Robert Rhind born?	James Robert Rhind. James Robert Rhind, architect, was born in Inverness, Scotland in 1854 and trained as an architect in his father's local practice .	Inverness
Where was Jean Hamilius born?	Jean Hamilius. Jean Hamilius (born 5 February 1927 in Luxembourg City) is a former Luxembourgian politician and government minister from the Democratic Party .	Luxembourg
Where was Danny Seward born?	Danny Seward. Danny Seward is a British television actor who was born in Salford, Greater Manchester, England on 17 May 1976 .	Salford
Where was Stephen Grey born?	Stephen Grey. Stephen Grey (b. 1968 in Rotterdam, Netherlands) is an award-winning British investigative journalist and author best known for revealing details of the CIA's program of 'extraordinary rendition .	Rotterdam
Where was Louie Verrecchio born?	Louie Verrecchio. Born on August 4, 1961 in Baltimore, MD, Verrecchio attended St Joseph's Monastery School and Mount St Joseph's High School in Baltimore, MD before attending the University of Maryland from 1979-1981 .	Baltimore
Where was Marcus Junkelmann born?	Marcus Junkelmann. Marcus Junkelmann (* Oct 2 1949 in Munich) is a German historian and experimental archeologist .	Munich
Where was John Dodington born?	John Dodington. John Dodington (born 3 July 1945) is a Canadian operatic bass .	Toronto
Where was Graham Salisbury born?	Graham Salisbury. Graham Salisbury (also known as Sandy Salisbury) (born April 11, 1944, Philadelphia, Pennsylvania) is an American author .	Philadelphia
Where was Bunny Johnson born?	Bunny Johnson. Bunny Johnson born 10 May 1947 in Jamaica is a retired boxer who was British heavyweight Champion in 1975 beating Danny McAlinden by a knockout, becoming in the process Britain's first Black Heavyweight Boxing Champion .	Jamaica
Where was Cenk Renda born?	Cenk Renda. Cenk Renda (born 10 January 1969 in Turkey) is a former professional basketball player from Turkey .	Turkey
Where was Mihael Brejc born?	Mihael Brejc. Miha Brejc was born to a Slovene family in Belgrade, Serbia, Yugoslavia .	Belgrade
Where was Gordon Baldwin born?	Gordon Baldwin. Gordon Baldwin born 1932 in Lincoln, England is an influential British studio potter .	England
Where was Shlomo Shriki born?	Shlomo Shriki. Shlomo Shriki, Israeli painter and artist, born in Morocco (1949), grew up and was educated in Kibbutz Yifat .	Morocco
Where was Tatiana Belokonenko born?	Tatiana Belokonenko. Tatiana Belokonenko (, ) is a figurative art painter born in Odessa, Ukraine .	Odessa
Where was Rob Childs born?	Rob Childs. Rob Childs (born 3 November 1950, in Derby, England) is a British author, who has written over eighty books, mainly aimed at young people .	Derby
Where was Andreas Musalus born?	Andreas Musalus. Andreas Musalus was born to a noble Greek family in 1665, in Candia on the island of Crete .	Crete
Where was Francesco Maria Bonini born?	Francesco Maria Bonini. Born in Naples, Bonini studied singing with Beniamino Carelli at the Conservatory of San Pietro a Majella in his native city .	Naples
Where was Raymond McGrath born?	Raymond McGrath. He then moved to England to take up a fellowship at Clare College, Cambridge, during which Mansfield Forbes had McGrath redecorate the interior of the College's house Finella, a large Victorian house on the backs in Cambridge, now belonging to Gonville and Caius College, Cambridge .	Sydney
Where was Stephen Carter, Baron Carter of Barnes born?	Stephen Carter, Baron Carter of Barnes. Born in Scotland, Carter was educated at Currie High School, Edinburgh .	Scotland
Where was Jack Macgougan born?	Jack Macgougan. Born in Belfast to a Protestant family, Macgougan became an active trade unionist at an early age, and joined the Socialist Party of Northern Ireland, a Northern Ireland Labour Party-affiliate split from the Independent Labour Party (NILP) .	Belfast
Where was Julia Wilson born?	Julia Wilson. Julia Wilson (born 23 September 1978 in Sydney) is a rower from Australia, who has won World Rowing Championships gold medals in the Eight and Four for her native country in 2001 and she picked up a silver medal in the Eight at the 2002 World Championship .	Sydney
Where was James Jordan born?	James Jordan. James Jordan (born 21 June 1793 at Chatham, Kent; died 10 September 1866 at Chatham) was an English professional cricketer who played first-class cricket from 1822 to 1824 .	Chatham
Where was Wang Yong born?	Wang Yong. Wang Yong (born 29 January 1979 in Shanghai) is a male Chinese water polo player who was part of the gold medal winning team at the 2006 Asian Games .	Shanghai
Where was Ronny Swiggers born?	Ronny Swiggers. Ronny Swiggers (born 1961 in Belgium) from Mechelen is one of Belgium's most successful quiz players .	Belgium
Where was Sofia Ester born?	Sofia Ester. Sofia Ester was born in 1978, in Lisbon .	Lisbon
Where was Nathan Long born?	Nathan Long. Nathan Long born in Australia is a former rugby league player .	Australia
Where was Ylli Bufi born?	Ylli Bufi. Ylli Bufi (born 25 May 1948, Tirana) is an Albanian politician who served briefly as Prime Minister of Albania in 1991 .	Tirana
Where was Sir Andrew Agnew, 8th Baronet born?	Sir Andrew Agnew, 8th Baronet. Born in Edinburgh, he was the oldest son of Sir Andrew Agnew, 7th Baronet and his wife Madeline Carnegie, daughter of Sir David Carnegie, 4th Baronet .	Edinburgh
Where was John Seru born?	John Seru. John Seru (born 12 January 1964, Australia) is an actor and former professional wrestler .	Australia
Where was Sebastiano Maffettone born?	Sebastiano Maffettone. Sebastiano Maffettone (born April 14, 1948 Naples) is an Italian philosopher, currently University Professor at LUISS University of Rome .	Naples
Where was Wang Wei born?	Wang Wei. Wang Wei (; born 25 December 1978 in Beijing, China) is a baseball catcher from the People's Republic of China .	Beijing
Where was Theodore Baskin born?	Theodore Baskin. Theodore Baskin (born June 14, 1950) has been Principal Oboe of the Orchestre Symphonique de Montréal since 1980 .	Detroit
Where was Ferenc Sipos born?	Ferenc Sipos. Ferenc Sipos (b. 13 December 1932, Budapest; d.1997) was a Hungarian footballer and trainer .	Budapest
Where was Tadahisa Saizen born?	Tadahisa Saizen. Tadahisa Saizen (西前忠久 Saizen Tadahisa) is a seiyuu born in Tokyo on 25 September 1964 .	Tokyo
Where was Arthur Harold Stone born?	Arthur Harold Stone. Arthur Harold Stone (30 September 1916 -- 6 August 2000) was a British mathematician born in London, who worked mostly in topology .	London
Where was Bransby Williams born?	Bransby Williams. Born in Hackney in London, Williams began his working life as a tea taster in Mincing Lane before working in the design department of a wallpaper manufacturer .	London
Where was Walter Branscombe born?	Walter Branscombe. Nothing is known of Branscombe's ancestry or education, but he was born in Exeter about 1220 .	Exeter
Where was Jeanne Deroin born?	Jeanne Deroin. Born in Paris, Deroin became a seamstress .	Paris
Where was Frederick Pottinger born?	Frederick Pottinger. Sir Frederick William Pottinger, 2nd Baronet (27 April 1831 -- 9 April 1865), police inspector, was born in India, son of Lieutenant-General Sir Henry Pottinger of the British East India Company, and his wife Susanna Maria, née Cooke, of Dublin .	India
Where was Patrick Thomas Stone born?	Patrick Thomas Stone. Born in Pembroke, Ontario, Canada, Stone received an LLB from Marquette University Law School in 1912 .	Pembroke
Where was Andrea Neil born?	Andrea Neil. Andrea Neil (born October 26, 1971 in Vancouver, British Columbia) is an accomplished female soccer player .	Vancouver
Where was Karl Albert Buehr born?	Karl Albert Buehr. Karl Albert Buehr (1866--1952) was a painter born in Germany .	Germany
Where was Alexander Mullenbach born?	Alexander Mullenbach. Born in Luxembourg City on 23 January 1949, Mullenbach studied piano, chamber music and composition at the Conservatoire de Paris and at the Salzburg Mozarteum where his teachers included Gerhard Wimberger and Cesar Bresgen .	Luxembourg
Where was Gilbert John Arrow born?	Gilbert John Arrow. Gilbert John Arrow (20 December 1873 London- 5 October 1948) was an English entomologist .	London
Where was John Howard born?	John Howard. John Howard is an English author, born in London in 1961 .	London
Where was Elizur Goodrich born?	Elizur Goodrich. Born in Durham, Connecticut, he was the son of Elizur Goodrich .	Durham
Where was Zenon Nowosz born?	Zenon Nowosz. Zenon Nowosz (born 6 February 1944 in Warsaw) is a Polish sprinter who participated in world athletics for Poland in the late 1960s and 1970s .	Warsaw
Where was Greta Knutson born?	Greta Knutson. Born in Stockholm, Greta Knutson studied at the Kungliga Konsthögskolan, and settled in Paris, France during the early 1920s .	Stockholm
Where was Paul Daniels born?	Paul Daniels. Paul Daniels (born 4 June 1981 in Burlington) is an American rower .	Burlington
Where was Tom Jones born?	Tom Jones. Tom Jones (born April 26, 1943) is an American former racing driver, born in Dallas, Texas .	Dallas
Where was Elizabeth Bartlett born?	Elizabeth Bartlett. Elizabeth Bartlett (24 April 1924 Deal, Kent - 18 June 2008) was a British poet .	Deal
Where was Laura Moriarty born?	Laura Moriarty. Laura Moriarty (b. December 24, 1970, Honolulu, Hawaii) is an American novelist .	Honolulu
Where was David Moss born?	David Moss. David Moss (born 15 November 1968 in Doncaster) is an English former footballer, who played for Boston United, Doncaster Rovers, Chesterfield, Scunthorpe United, Partick Thistle, Falkirk, Dunfermline, Ayr United and Swansea City .	Doncaster
Where was Richard Tillinghast born?	Richard Tillinghast. Richard Tillinghast is a native of Memphis, Tennessee, a graduate of Sewanee (BA, 1962) and Harvard (MA, 1963; PhD, 1970) .	Memphis
Where was Judith Mok born?	Judith Mok. Judith Mok born in Bergen, North Holland is a Dutch soprano, author and poet, who lives in Ireland and has released novels and many articles in English .	Bergen
Where was Eugen Enderlen born?	Eugen Enderlen. Eugen Enderlen (January 21, 1863 -- June 7, 1940) was a German physician and surgeon born in Salzburg, Austria .	Salzburg
Where was Frank Farrell born?	Frank Farrell. Frank Farrell (31 March 1947 -- 19 July 1997) was a British rock bassist, vocalist and songwriter born in Birmingham, England .	Birmingham
Where was John Savage born?	John Savage. John Savage, who was born in Dublin on 13 December, 1828 .	Dublin
Where was Joel Honig born?	Joel Honig. Born in Chicago, Illinois, Honig studied piano at the Manhattan School of Music before entering Columbia University where he was part of a social group of young men that included composer John Corigliano and theatre director Michael Kahn .	Chicago
Where was Jan Cox Speas born?	Jan Cox Speas. Jan Cox Speas (1925 -- 1971) is a short story writer and novelist born in Raleigh, North Carolina in 1925 .	Raleigh
Where was Norman Spector born?	Norman Spector. Born in Montreal, Quebec, Spector received a Bachelor of Arts with Honors in Political Science, from McGill University in 1970 .	Montreal
Where was Peeter van Bredael born?	Peeter van Bredael. Pieter van Bredael was born at Antwerp in 1622, and entered the Guild in 1650 .	Antwerp
Where was John Jaffray born?	John Jaffray. Born in Stirling, he moved to Birmingham in 1844, to work for John Frederick Feeney on the Birmingham Journal, and became a partner in it in 1852 .	Stirling
Where was Sir William Coddington, 1st Baronet born?	Sir William Coddington, 1st Baronet. Coddington was born at Salford, Greater Manchester, the eldest son of William Dudley Coddington, a Manchester merchant, and his wife Elizabeth Hopwood .	Salford
Where was Azra Erhat born?	Azra Erhat. Azra Erhat (b. 6 June 1915, Istanbul -- d 6 September 1982, Istanbul) was a Turkish authoress, archaeologist, academician and translator .	Istanbul
Where was Helen Sharsmith born?	Helen Sharsmith. Helen Sharsmith was born 1905 in Oakland, California .	Oakland
Where was Jeff Spiers born?	Jeff Spiers. Jeff Spiers (born 2 May 1967 in Belfast) is a retired Northern Irish footballer and coach .	Belfast
Where was Ilus Vay born?	Ilus Vay. Ilus Vay (February 20, 1923 Budapest - October 28, 2008 Budapest) was a Hungarian film and television actress .	Budapest
Where was Igors Vihrovs born?	Igors Vihrovs. Igors Vihrovs (born 6 June 1978 in Riga) is a Latvian gymnast, who won the Golden Medal in floor exercise at the 2000 Summer Olympics, and the Bronze Medals in floor exercise in 2000 European Championships and 2001 World Championships .	Riga
Where was Harry Chadwick born?	Harry Chadwick. Harry Chadwick (born 13 November 1930 in Toronto, Ontario) was a member of the Canadian House of Commons from 1988 to 1993 .	Toronto
Where was Franz Rummel born?	Franz Rummel. Franz Rummel (January 11, 1853May 2, 1901) was a German pianist, born in England and active across continental Europe .	England
Where was Jim Grace born?	Jim Grace. Jim Grace (born 17 July 1954 in Dublin) is a former Irish footballer .	Dublin
Where was Ali Sarmini born?	Ali Sarmini. Sarmini later achieved a doctorate in Fine Arts from the Berlin-Weißensee Academy of Arts in Germany .	Aleppo
Where was Robert Daniel Murphy born?	Robert Daniel Murphy. Born in Milwaukee, Wisconsin, Murphy had begun his diplomatic career in 1917 as a member of the American Legation in Bern, Switzerland .	Milwaukee
Where was Shannon Emerick born?	Shannon Emerick. Shannon Emerick (Born in Dallas, Texas) is an American stage actress and voice actress .	Dallas
Where was Walter Gretzky born?	Walter Gretzky. Tony and Mary owned a cucumber farm in Canning, Ontario where Walter Gretzky was born and raised .	Ontario
Where was Kristian Geelmuyden born?	Kristian Geelmuyden. Kristian Geelmuyden (born 12 November 1875 in Oslo, died 18 August 1969) was a Norwegian politician for the Conservative Party .	Oslo
Where was Tala Raassi born?	Tala Raassi. Tala Raassi born in Iran is a bikini designer for her own swimwear line Dar Be Dar, she has designed bikinis for the Miss Universe 2010 pageant .	Iran
Where was Jules Louis Lewal born?	Jules Louis Lewal. Jules Louis Lewal (13 December 1823 Paris 22 January 1908 Senlis) was a French general .	Paris
Where was Patrick Daughters born?	Patrick Daughters. Patrick Daughters (born 1976 in Berkeley, California) is an American music video and commercial director currently signed to The Directors Bureau, after departing Black Dog Films in late 2006 .	Berkeley
Where was Renaud Gagneux born?	Renaud Gagneux. Renaud Gagneux (born 15 May 1947 in Paris) is a French composer .	Paris
Where was Elizabeth Burmaster born?	Elizabeth Burmaster. Born in Baltimore, Maryland, Burmaster received her bachelors and masters degrees from University of Wisconsin-- Madison and was in public school administration .	Baltimore
Where was Dave Mazzoni born?	Dave Mazzoni. Mazzoni was born and grew up in Philadelphia .	Philadelphia
Where was Aamer Haleem born?	Aamer Haleem. Born in London, Haleem was raised in Canada, where he attended the University of Toronto and the School of Journalism at Humber College .	London
Where was John Van Lear McMahon born?	John Van Lear McMahon. John Van Lear McMahon, lawyer, was born in Maryland in 1800, received his education equipment at Princeton, studied law and achieved eminence at the Maryland Bar .	Maryland
Where was Jan Jacob Kieft born?	Jan Jacob Kieft. Born in Amsterdam, Kieft was part of the Dutch gymnastics team, which finished seventh in the team event .	Amsterdam
Where was Wilhelmine von Hillern born?	Wilhelmine von Hillern. Wilhelmine von Hillern (11 March 1836 Munich - 15 December 1916 Hohenaschau) was a German actress and novelist .	Munich
Where was Tracey Magee born?	Tracey Magee. Tracey Magee (b. 27 March 1969, Belfast) is a Northern Irish broadcaster and journalist .	Belfast
Where was George Edward Hughes born?	George Edward Hughes. George graduated MA with First Class Honours in Philosophy and English, and then in pure Philosophy, from the University of Glasgow .	Waterford
Where was Alexander Riese born?	Alexander Riese. Alexander Riese (2 June 1840 Frankfurt am Main - 8 October 1924 Frankfurt) was a German classical scholar .	Frankfurt
Where was Tina Kim born?	Tina Kim. Tina Kim (born 1973 in Seoul, Korea) is a Korean-American stand-up comedian .	Seoul
Where was Bernard de Wolff born?	Bernard de Wolff. Bernard de Wolff (November 1, 1955), Dutch painter, was born in Amsterdam .	Amsterdam
Where was Peter Ording born?	Peter Ording. Peter Ording (born 22 December 1976 in Stade) is a German rower .	Stade
Where was Branko Rasić born?	Branko Rasić. Branko Rasić (born February 13, 1976, in Prokuplje, Serbia) is a Serbian footballer (striker) playing currently for Unia Janikowo .	Serbia
Where was Ketil Hvoslef born?	Ketil Hvoslef. Ketil Hvoslef (né Ketil Sæverud; born 19 July 1939 in Bergen, Norway) is a Norwegian composer .	Bergen
Where was John Carlin born?	John Carlin. John Carlin was a first class cricketer and test umpire http://www.cricinfo.com/england/content/player/11009.html .	Nottinghamshire
Where was Antonio Selvaggio born?	Antonio Selvaggio. Antonio Selvaggio (born 1 January 1958 in Palermo) is a retired male long-distance runner from Italy .	Palermo
Where was Michael Aufhauser born?	Michael Aufhauser. Michael Aufhauser (born April 25, 1952 Augsburg) is a German animal rights activist and founder of Gut Aiderbichl, the largest sanctuary for animals in Austria, which houses more than 1,000 animals of a variety of species .	Augsburg
Where was Paula Tesoriero born?	Paula Tesoriero. Paula Margaret Tesoriero, MNZM (born 29 August 1975 in Wellington, New Zealand) is a New Zealand paralympics racing cyclist, most notable for her performance at the 2008 Summer Paralympics; her world record-breaking time in the Women's 500m Time Trial secured New Zealand's first gold medal at that games, and she later went on to win bronze in both the Individual pursuit, and the Women's individual road time trial .	Wellington
Where was John Marcum born?	John Marcum. In 1953, Marcum created a Midwestern United States racing series called ``Midwest Association for Race Cars'' (MARC) with his wife Mildred in his hometown Toledo, Ohio .	Toledo
Where was Beth Liebling born?	Beth Liebling. Beth Liebling (born March 12, 1967, Chicago, Illinois) is the co-founder of Seattle-based experimental instrumental group Hovercraft with guitarist/keyboardist/samplist Ryan Campbell (``Cambell 2000'') .	Illinois
Where was José Bénazéraf born?	José Bénazéraf. José Bénazéraf (born January 8, 1922 Casablanca, Morocco) is a French filmmaker and producer .	Casablanca
Where was Witold Nazarewicz born?	Witold Nazarewicz. Witold Nazarewicz is a nuclear physicist born in Warsaw, Poland, currently teaching at the University of Tennessee .	Warsaw
Where was Aarne Lakomaa born?	Aarne Lakomaa. Born in Finland, Lakomaa graduated from Helsinki Polytechnics .	Finland
Where was Jerry Knight born?	Jerry Knight. Jerry Knight (born April 14, 1952, Los Angeles, California, United States) was an American R&B vocalist and bassist in the late 1970s and early 1980s .	California
Where was Yanitzia Canetti born?	Yanitzia Canetti. Yanitzia Canetti (born in 1967 in Havana, Cuba) is a Cuban author, translator, and editor .	Havana
Where was Ken Niles born?	Ken Niles. Ken Niles (December 9, 1908, in Livingston, Montana -- October 31, 1988) was an American radio announcer .	Livingston
Where was Riccardo Maspero born?	Riccardo Maspero. Riccardo Maspero (born 19 February 1970 in Lodi, Italy) is an Italian footballer who played as an attacking midfielder, most notably with Cremonese .	Italy
Where was Margaret Maury born?	Margaret Maury. Margaret Maury, née Kerubo (born 15 May 1974 in Kenya) is a French long-distance runner who specializes in the 5000 metres .	Kenya
Where was Bernard Wright born?	Bernard Wright. Bernard Wright (born January 1, 1963 in Jamaica, Queens, New York) is an American funk and jazz keyboardist who began his career as a session musician and later released several solo albums in the 1980s .	Jamaica
Where was Caroline Beil born?	Caroline Beil. Caroline Beil (born 3 November 1966 in Hamburg) is a German actress and television presenter .	Hamburg
Where was Joseph Judah Chorny born?	Joseph Judah Chorny. Joseph Judah Chorny was a Russian traveller, born at Minsk in 1835, on the 20th April .	Minsk
Where was Thomas Godfrey Faussett born?	Thomas Godfrey Faussett. Faussett was born at Oxford in 1829, was a younger son of the Rev .	Oxford
Where was Árpád Soós born?	Árpád Soós. Árpád Soós (20 September 1912 Budapest -- 1 June 1991 Budapest) was a Hungarian zoologist, entomologist and museologist .	Budapest
Where was Samuel Davidson born?	Samuel Davidson. Samuel Davidson (23 September 1807 -- 1 April 1898) was an Irish biblical scholar who was born near Ballymena in Ireland .	Ireland
Where was Leonard Gyllenhaal born?	Leonard Gyllenhaal. Born on the Ribbingsberg manor in Västergötland in west Sweden, Leonard Gyllenhaal was son of an army officer and belonged to a family of the lower nobility .	Sweden
Where was Sheyene Gerardi born?	Sheyene Gerardi. Sheyene Gerardi (born April 13,in Caracas, Venezuela) is a Venezuelan actress and model .	Caracas
Where was Bryn Atkinson born?	Bryn Atkinson. Bryn Atkinson (born 9 December 1982, Canberra, Australian Capital Territory) is an Australian professional mountain bike racing cyclist from Townsville, QLD .	Canberra
Where was Claudine Chomat born?	Claudine Chomat. Claudine Chomat, who was born 7 February 1915 at Saint-Etienne (Loire) in France, and died on 14 October 1995 in Boulogne-Billancourt (Hauts-de-Seine), was a member of the French Resistance and a French communist militant .	France
Where was Peter G. Engelman born?	Peter G. Engelman. Peter G Engelman, CPA, is a naturalized American writer, born in London, England, during World War II He immigrated to the US in November 1940 sailing from Liverpool to New Orleans on the Steamship Orbita .	London
Where was Stanis%C5%82aw Stolarczyk born?	Stanis%C5%82aw Stolarczyk. Stanisław Stolarczyk, born 4 May 1949 in Poland, is a journalist, reporter, writer, and documentary of the Polish footprints in Canada .	Poland
Where was Sean Naylor born?	Sean Naylor. Born in Calgary, Canada to British parents, Naylor earned a master's degree in international relations in 1990 from Boston University .	Calgary
Where was Jean Muller born?	Jean Muller. Jean Muller was born on 11 December 1979 in Luxembourg City, son of Gary Muller, a piano teacher .	Luxembourg
Where was Victoria Roberts born?	Victoria Roberts. Born in Manhattan, Roberts grew up in Mexico City and Sydney .	Manhattan
Where was Thomas F. Konop born?	Thomas F. Konop. Born in Franklin, Wisconsin, Konop was studied at Two Rivers High School, Oshkosh State Normal School (now the University of Wisconsin--Oshkosh), and Northern Illinois College of Law .	Franklin
Where was Richard Cullen born?	Richard Cullen. Born in Brooklyn, NY, Cullen was raised in Staunton, Va He majored in political science and played varsity football at Furman University in Greenville, S.C., earning a Bachelor of Arts degree in 1971 .	Brooklyn
Where was Webster Edgerly born?	Webster Edgerly. Born in Massachusetts to Rhoda Lucinda Stone and John Foss Edgerly, he graduated from the Boston University School of Law in 1876 .	Massachusetts
Where was Peter Smedley born?	Peter Smedley. Smedley was born on 2 January 1943 in Perth, Western Australia where he completed his secondary education at the Christian Brothers' Aquinas College .	Perth
Where was Eric Ziebold born?	Eric Ziebold. Eric Ziebold (born in 1972 in Iowa) is an award-winning American chef and restaurateur behind CityZen in Washington D.C .	Iowa
Where was Adam Buszko born?	Adam Buszko. ATF Sinner (born Adam Buszko April 19, 1975 in Warsaw), also known as Adam The First Sinner - Polish musician, vocalist, composer and multi-instrumentalist .	Warsaw
Where was Syms Covington born?	Syms Covington. Originally named Simon Covington, he was born in Bedford, Bedfordshire, England, the youngest child of Simon Covington V and Elizabeth Brown .	Bedford
Where was Joan Vincent Murray born?	Joan Vincent Murray. Joan Vincent Murray (born February 12, 1917 London - January 4, 1942 Saranac Lake, New York) was a Canadian American poet .	London
Where was Gabriela Kulka born?	Gabriela Kulka. Gabriela Kulka (known as Gaba Kulka, born 1979 in Warsaw, Poland) is an independent artist, a songwriter and performer .	Warsaw
Where was Andrea Ratuski born?	Andrea Ratuski. Andrea Ratuski (born at Winnipeg, Manitoba) is a Canadian radio presenter and producer, particularly known as host of the national programme Northern Lights on CBC Radio (discontinued in 2007) .	Winnipeg
Where was Donald Haddow born?	Donald Haddow. Donald Haddow (born January 19, 1970 in Mississauga, Ontario) is a former international freestyle swimmer from Canada, who was a member of the Men's 4x200m Freestyle Relay Team that finished in eighth position at the 1988 Summer Olympics in Seoul, South Korea .	Ontario
Where was Joe Daly born?	Joe Daly. Born in London, United Kingdom, Daly studied animation for two years at Cape Town's City Varsity .	London
Where was Jane R. Goodall born?	Jane R. Goodall. Born in Yorkshire, England, Goodall studied at London and Oxford Universities .	Yorkshire
Where was Natalia Skobeeva born?	Natalia Skobeeva. Natalia Skobeeva, born in Russia in 1975, is a London based artist and photographer graduated from Central Saint Martins College of Art and Design .	Russia
Where was Charles Murphy born?	Charles Murphy. He was born on 8 December 1862 in Ottawa, the son of James Murphy, who came to Ontario from Ireland, and Mary Conway .	Ottawa
Where was Charles Duncan born?	Charles Duncan. Born in Middlesbrough, Duncan was the son of a ship's pilot .	Middlesbrough
Where was Adel Sedra born?	Adel Sedra. Born in Egypt in 1943, Sedra received his BSc from Cairo University in 1964 and his M.ASc and PhD from the University of Toronto, in 1968 and 1969, respectively .	Egypt
Where was William Wilson born?	William Wilson. William Wilson (born March 29, 1887 - died May 8, 1948) was an English-born physicist who spent much of his career in the United States .	Preston
Where was Thomas Bond born?	Thomas Bond. Born in Somerset, Bond was a student to his maternal-uncle, Dr McCann of Southampton, before training at King's College and King's College Hospital in London where he won the Gold Medal of the University of London for his Bachelor of Surgery examination .	Somerset
Where was Michael Manuel born?	Michael Manuel. Michael Manuel (born January 12, in Tacoma, Washington) is an American actor .	Tacoma
Where was James William Wallack born?	James William Wallack. James William Wallack (c. 1794--1864) was an Anglo-American actor and manager, born in London, and brother of Henry John Wallack .	London
